"top","left","date","qtr","time_remaining","result","shot_type","distance_ft","lead","lebron_team_score","opponent_team_score","opponent"
73,263,19411,2,7,1,2,3,1,31,23,9
81,253,19411,4,675,1,2,3,1,33,23,9
66,206,19411,4,661,0,2,4,1,33,25,9
83,16,19411,4,482,0,3,23,1,39,33,9
172,211,19411,4,419,0,2,13,1,42,33,9
218,437,19411,4,25,0,3,26,1,59,56,9
104,240,19411,4,19,0,2,5,1,59,56,9
117,377,19411,4,5,0,2,15,1,59,56,9
242,398,19411,5,690,1,3,25,1,62,58,9
86,214,19411,5,679,0,2,4,1,62,58,9
67,243,19411,5,677,0,2,2,1,62,58,9
64,242,19411,5,676,0,2,1,1,62,58,9
51,240,19411,5,670,0,2,0,1,62,58,9
78,237,19411,5,448,0,2,3,1,74,63,9
234,54,19411,5,446,0,3,26,1,74,63,9
132,470,19411,5,434,1,3,24,1,77,63,9
216,152,19411,5,75,0,2,19,1,92,78,9
258,395,19411,6,663,0,3,26,1,98,82,9
68,241,19411,6,601,1,2,2,1,102,82,9
302,197,19414,2,468,0,3,26,0,6,9,6
46,201,19414,2,440,0,2,4,0,6,9,6
67,434,19414,2,411,0,2,19,0,8,9,6
63,245,19414,2,147,1,2,1,0,15,20,6
274,73,19414,2,46,0,3,28,0,15,26,6
94,205,19414,2,4,0,2,6,0,16,26,6
71,228,19414,4,620,0,2,2,0,16,32,6
50,240,19414,4,616,1,2,0,0,18,32,6
303,168,19414,4,529,0,3,26,0,19,38,6
58,249,19414,4,445,1,2,1,0,21,45,6
157,284,19414,4,159,1,2,12,0,37,57,6
58,226,19414,5,528,0,2,2,0,55,72,6
61,223,19414,5,397,1,2,2,0,65,72,6
98,265,19414,5,196,0,2,5,0,71,75,6
292,321,19414,6,704,1,3,25,0,81,81,6
68,225,19414,6,652,1,2,2,1,83,81,6
267,405,19414,6,574,0,3,27,0,84,86,6
54,102,19414,6,566,0,2,14,0,84,86,6
137,227,19414,6,369,1,2,9,1,95,92,6
88,247,19414,6,344,0,2,4,1,95,92,6
108,227,19414,6,303,1,2,6,1,97,95,6
218,27,19414,6,268,0,3,27,0,97,98,6
49,243,19414,6,86,1,2,0,1,106,103,6
67,230,19442,2,174,1,2,2,1,21,19,3
211,204,19442,2,139,0,2,16,1,21,19,3
121,150,19442,4,280,0,2,11,0,39,59,3
258,377,19442,4,130,0,3,25,0,47,59,3
239,227,19442,4,37,1,2,19,0,53,63,3
71,238,19442,5,568,1,2,2,0,57,72,3
86,249,19442,5,266,1,2,4,0,67,83,3
81,240,19442,6,541,1,2,3,0,84,99,3
87,229,19442,6,242,0,2,4,0,94,107,3
100,242,19442,6,164,1,2,5,0,98,110,3
307,164,19442,6,65,0,3,27,0,105,115,3
54,260,19445,2,651,0,2,2,0,2,2,3
111,401,19445,2,498,0,2,17,1,13,6,3
192,450,19445,2,488,1,3,25,1,16,6,3
80,244,19445,2,398,0,2,3,1,16,8,3
50,240,19445,2,397,1,2,0,1,18,8,3
58,221,19445,4,619,1,2,2,1,34,25,3
50,240,19445,4,338,0,2,0,0,37,39,3
326,106,19445,4,72,0,3,31,1,53,51,3
51,224,19445,4,4,1,2,2,1,59,51,3
43,100,19445,5,696,1,2,14,1,61,51,3
57,64,19445,5,654,1,2,18,1,63,53,3
282,241,19445,5,560,0,2,23,1,66,53,3
69,261,19445,5,272,0,2,3,1,77,61,3
73,467,19445,5,246,0,3,23,1,77,63,3
48,257,19445,6,619,1,2,2,1,89,76,3
51,240,19445,6,580,1,2,0,1,91,76,3
69,139,19445,6,428,1,2,10,1,100,84,3
58,247,19445,6,406,0,2,1,1,100,84,3
52,252,19445,6,327,1,2,1,1,107,90,3
67,217,19447,2,680,0,2,3,0,0,2,16
231,289,19447,2,628,0,2,19,0,1,4,16
67,262,19447,2,525,1,2,3,0,6,9,16
299,292,19447,2,104,0,3,25,0,25,25,16
75,237,19447,2,86,0,2,3,0,25,25,16
64,134,19447,2,78,0,2,11,0,25,25,16
67,252,19447,4,632,1,2,2,1,34,29,16
157,377,19447,4,609,0,2,17,1,35,32,16
64,242,19447,4,456,1,2,1,1,43,39,16
56,234,19447,4,434,0,2,1,1,43,39,16
293,184,19447,4,59,0,3,25,0,53,60,16
94,297,19447,4,0,0,2,7,0,55,65,16
51,240,19447,5,657,1,2,0,0,58,68,16
69,242,19447,5,48,1,2,2,1,90,81,16
67,235,19447,6,652,1,2,2,1,92,83,16
87,193,19447,6,544,0,2,6,1,95,83,16
93,188,19447,6,196,0,2,7,1,112,99,16
243,272,19447,6,125,0,2,20,1,114,101,16
148,468,19447,6,54,1,3,25,1,121,108,16
141,230,19449,2,638,1,2,9,1,5,2,10
230,423,19449,2,601,0,3,26,0,5,5,10
103,129,19449,2,420,0,2,12,1,16,10,10
266,228,19449,2,130,1,2,22,1,29,19,10
162,178,19449,4,683,0,2,13,1,35,21,10
61,247,19449,4,605,0,2,1,1,40,23,10
51,240,19449,4,602,1,2,0,1,42,23,10
51,246,19449,4,454,1,2,1,1,49,32,10
308,235,19449,4,419,0,3,26,1,50,34,10
295,140,19449,5,711,0,3,26,1,70,60,10
98,4,19449,5,667,0,3,24,1,70,62,10
220,46,19449,5,487,1,3,26,1,78,68,10
74,240,19449,5,75,0,2,2,1,97,81,10
220,428,19449,5,47,0,3,25,1,97,83,10
71,234,19449,5,30,1,2,2,1,99,83,10
50,240,19449,6,677,1,2,0,1,103,83,10
71,236,19449,6,542,1,2,2,1,113,88,10
333,200,19449,6,502,0,3,29,1,114,88,10
153,72,19451,2,682,0,2,20,0,0,2,26
111,407,19451,2,522,1,2,18,1,8,7,26
98,209,19451,2,165,1,2,6,1,26,19,26
53,197,19451,4,700,1,2,4,1,36,33,26
304,268,19451,4,681,0,3,26,1,36,33,26
92,275,19451,4,642,0,2,5,1,36,35,26
48,264,19451,4,627,1,2,2,1,38,35,26
251,89,19451,4,556,1,3,25,1,41,39,26
48,198,19451,4,504,1,2,4,1,45,39,26
300,265,19451,4,477,0,3,25,1,46,42,26
243,254,19451,5,581,0,2,19,1,71,62,26
256,73,19451,5,519,0,3,26,1,71,65,26
108,7,19451,5,456,1,3,24,1,77,70,26
313,263,19451,5,149,0,3,26,1,89,87,26
83,187,19451,5,24,1,2,6,1,97,91,26
353,210,19451,6,602,0,3,30,0,97,97,26
80,217,19451,6,550,1,2,4,1,102,99,26
219,96,19451,6,515,0,2,22,1,102,101,26
128,208,19451,6,243,1,2,8,1,114,106,26
58,260,19451,6,206,1,2,2,1,116,109,26
80,212,19451,6,173,0,2,4,1,117,111,26
78,207,19451,6,0,0,2,4,0,124,124,26
248,423,19451,1,276,1,3,27,0,127,127,26
241,430,19451,1,183,0,3,27,0,127,127,26
61,263,19451,1,156,1,2,3,1,129,127,26
280,112,19451,1,58,0,3,26,0,131,132,26
58,263,19451,1,27,1,2,2,1,135,133,26
72,200,19452,2,467,1,2,5,0,8,18,12
300,269,19452,4,694,0,3,25,0,31,39,12
126,240,19452,4,598,0,2,8,0,36,46,12
259,275,19452,4,494,0,2,21,0,38,52,12
252,112,19452,4,116,0,2,24,0,50,63,12
118,328,19452,4,26,0,2,11,0,52,68,12
273,103,19452,5,669,1,3,26,0,55,76,12
63,216,19452,5,635,1,2,3,0,57,76,12
365,180,19452,5,539,1,3,32,0,60,77,12
61,258,19452,5,507,1,2,2,0,62,77,12
339,372,19452,5,453,0,3,32,0,63,77,12
58,231,19452,5,389,1,2,1,0,69,79,12
130,141,19452,5,313,0,2,13,0,71,79,12
63,268,19452,5,97,1,2,3,0,80,89,12
61,262,19452,5,34,1,2,2,0,82,91,12
60,257,19452,6,594,1,2,2,0,86,100,12
56,222,19452,6,466,1,2,2,0,92,106,12
318,313,19452,6,254,1,3,28,0,97,114,12
60,254,19452,6,174,1,2,2,0,102,116,12
303,92,19452,6,94,1,3,29,0,108,118,12
72,92,19454,2,609,0,2,15,1,5,2,22
75,111,19454,2,454,0,2,13,1,8,4,22
317,259,19454,2,392,1,3,27,1,13,11,22
57,241,19454,4,666,1,2,1,0,32,34,22
205,452,19454,4,516,0,3,26,0,39,41,22
295,340,19454,4,448,0,3,26,0,42,44,22
68,273,19454,4,46,0,2,4,0,55,60,22
125,258,19454,5,674,0,2,8,0,61,64,22
315,177,19454,5,464,1,3,27,1,72,68,22
86,263,19454,5,436,0,2,4,1,72,70,22
119,242,19454,5,390,0,2,7,0,72,75,22
274,103,19454,6,668,0,3,26,1,96,94,22
155,238,19454,6,602,1,2,11,1,98,96,22
84,258,19454,6,556,0,2,4,1,100,96,22
66,243,19454,6,544,1,2,2,1,102,96,22
274,388,19454,6,454,1,3,27,1,107,96,22
160,315,19454,6,336,0,2,13,1,109,98,22
133,192,19454,6,139,0,2,10,1,115,105,22
240,428,19454,6,77,0,3,27,1,118,105,22
58,214,19456,2,611,0,2,3,1,4,3,26
68,232,19456,2,588,0,2,2,1,4,3,26
45,17,19456,2,584,1,3,22,1,7,3,26
262,353,19456,2,551,1,3,24,1,10,3,26
278,340,19456,2,529,1,3,25,1,13,3,26
318,214,19456,2,457,0,3,27,1,15,5,26
246,200,19456,4,688,1,2,20,1,33,25,26
308,82,19456,4,627,0,3,30,1,36,28,26
263,376,19456,4,519,0,3,25,1,38,35,26
64,232,19456,4,426,1,2,2,1,44,40,26
59,230,19456,4,130,1,2,1,1,58,52,26
188,157,19456,4,5,0,2,16,1,65,56,26
299,219,19456,5,703,0,3,25,1,65,56,26
303,257,19456,5,566,1,3,25,1,77,63,26
165,258,19456,5,480,1,2,12,1,79,72,26
213,365,19456,5,417,0,2,21,1,81,77,26
279,242,19456,5,268,0,2,23,1,88,82,26
68,245,19456,5,232,1,2,2,1,90,82,26
293,173,19456,6,515,1,3,25,1,110,101,26
306,253,19456,6,365,0,3,26,1,115,108,26
343,166,19456,6,212,1,3,30,1,120,115,26
334,301,19456,6,175,0,3,29,1,120,115,26
105,260,19456,6,119,0,2,6,1,120,117,26
303,211,19456,6,67,1,3,26,1,125,117,26
301,429,19456,6,39,1,3,31,1,128,117,26
212,259,19458,2,688,0,2,16,0,0,0,16
202,364,19458,2,639,0,2,20,1,2,1,16
274,112,19458,2,615,0,3,26,1,2,1,16
72,242,19458,2,530,1,2,2,0,4,7,16
79,263,19458,2,321,1,2,4,0,12,16,16
76,236,19458,4,692,1,2,3,0,24,31,16
261,219,19458,4,626,1,2,21,0,27,35,16
87,228,19458,4,582,1,2,4,0,29,35,16
214,422,19458,4,470,1,3,24,0,34,42,16
74,233,19458,4,216,1,2,3,1,45,44,16
238,429,19458,4,141,0,3,27,0,47,49,16
71,234,19458,4,114,0,2,2,0,47,51,16
279,384,19458,5,658,1,3,27,0,52,62,16
85,240,19458,5,548,1,2,4,0,57,65,16
53,238,19458,5,443,1,2,0,0,61,68,16
64,236,19458,5,22,1,2,1,0,79,86,16
81,199,19458,6,269,0,2,5,0,90,95,16
153,254,19458,6,156,0,2,10,0,92,95,16
283,356,19458,6,122,1,3,26,0,95,95,16
213,434,19458,6,81,0,3,25,0,95,95,16
206,189,19458,1,162,0,2,16,1,103,98,16
257,62,19463,2,493,0,3,27,0,8,9,13
233,49,19463,2,419,0,3,26,0,11,13,13
115,198,19463,2,386,0,2,8,0,13,13,13
61,253,19463,2,360,1,2,2,1,17,13,13
209,102,19463,4,702,0,2,21,1,32,27,13
56,217,19463,4,642,1,2,2,1,37,31,13
71,212,19463,4,593,0,2,3,1,37,33,13
57,253,19463,4,410,1,2,1,1,45,42,13
247,62,19463,4,361,0,3,26,1,47,42,13
94,213,19463,4,129,1,2,5,0,54,56,13
248,418,19463,5,612,0,3,27,0,63,67,13
75,275,19463,5,591,1,2,4,0,65,67,13
289,171,19463,5,529,0,3,25,0,65,70,13
248,444,19463,5,509,1,3,28,0,68,72,13
318,236,19463,5,32,1,3,27,1,94,88,13
216,423,19463,6,326,1,3,25,1,108,101,13
58,253,19466,2,641,1,2,2,1,2,0,13
75,259,19466,2,619,0,2,3,1,2,0,13
331,298,19466,2,582,0,3,29,1,3,0,13
253,340,19466,2,511,1,2,23,1,5,4,13
56,250,19466,4,695,1,2,1,0,21,30,13
71,257,19466,4,608,0,2,3,0,23,35,13
263,91,19466,4,546,1,3,26,0,28,39,13
56,247,19466,4,456,1,2,1,0,32,39,13
316,260,19466,4,409,0,3,27,0,32,41,13
272,126,19466,5,599,0,3,25,0,46,66,13
151,468,19466,5,574,0,3,25,0,46,66,13
56,230,19466,5,515,1,2,1,0,50,66,13
157,272,19466,5,490,1,2,11,0,52,66,13
62,237,19466,5,370,1,2,1,0,56,69,13
59,259,19466,5,340,0,2,2,0,56,69,13
299,137,19466,5,0,0,3,27,0,71,83,13
231,248,19466,6,529,0,2,18,0,75,86,13
57,243,19466,6,487,1,2,1,0,77,86,13
266,106,19466,6,305,0,3,25,0,82,91,13
61,237,19466,6,228,1,2,1,0,86,92,13
54,256,19466,6,190,1,2,2,0,88,94,13
259,123,19466,6,79,0,3,24,0,88,99,13
51,240,19466,6,71,1,2,0,0,90,99,13
123,225,19469,2,700,1,2,7,1,2,0,13
208,183,19469,2,654,1,2,17,1,6,0,13
279,356,19469,2,636,0,3,26,1,6,0,13
290,317,19469,2,594,0,3,25,1,6,0,13
68,232,19469,2,547,1,2,2,1,8,2,13
83,241,19469,2,350,1,2,3,1,20,4,13
58,240,19469,4,545,1,2,1,1,42,13,13
213,131,19469,4,455,1,2,20,1,44,15,13
226,122,19469,4,281,0,2,21,1,46,22,13
262,97,19469,4,78,0,3,26,1,53,30,13
53,86,19469,5,686,0,2,15,1,54,37,13
50,240,19469,5,630,1,2,0,1,58,40,13
56,232,19469,5,526,1,2,1,1,63,42,13
77,239,19469,5,438,1,2,3,1,67,48,13
63,229,19469,5,357,0,2,2,1,69,53,13
50,346,19469,6,695,0,2,11,1,88,68,13
240,75,19469,6,552,0,3,25,1,91,72,13
67,239,19469,6,409,0,2,2,1,94,80,13
61,226,19469,6,241,1,2,2,1,106,90,13
53,215,19469,6,201,0,2,3,1,106,90,13
303,152,19471,2,34,1,3,27,1,29,23,13
319,212,19471,2,1,0,3,27,1,29,23,13
313,197,19471,4,706,0,3,27,1,29,23,13
86,238,19471,4,504,1,2,4,1,40,30,13
223,107,19471,4,457,1,2,22,1,42,30,13
70,231,19471,4,355,1,2,2,1,46,33,13
288,363,19471,4,65,0,3,27,1,54,47,13
98,187,19471,5,463,0,2,7,1,66,64,13
69,238,19471,5,47,1,2,2,0,78,79,13
77,244,19471,6,679,0,2,3,0,81,83,13
50,240,19471,6,617,0,2,0,1,84,83,13
50,240,19471,6,616,0,2,0,1,84,83,13
284,124,19471,6,566,0,3,26,0,84,87,13
299,113,19471,6,522,0,3,28,0,84,87,13
92,250,19471,6,0,1,2,4,0,104,104,13
69,258,19471,1,230,1,2,3,1,108,104,13
210,38,19471,1,98,0,3,26,1,109,106,13
68,231,19471,1,29,1,2,2,1,113,108,13
56,240,19473,2,683,1,2,1,0,2,2,13
278,87,19473,2,587,0,3,27,0,4,9,13
263,363,19473,2,86,0,3,25,0,24,32,13
279,117,19473,2,48,0,3,26,0,24,35,13
67,253,19473,2,9,0,2,2,0,24,35,13
72,229,19473,4,605,0,2,2,0,30,40,13
77,224,19473,4,489,0,2,3,0,31,43,13
59,242,19473,4,199,1,2,1,0,44,56,13
307,243,19473,4,9,0,3,26,0,52,61,13
52,257,19473,5,409,1,2,2,0,67,68,13
56,246,19473,5,351,1,2,1,0,69,73,13
298,238,19473,5,311,1,3,25,0,72,75,13
293,142,19473,6,692,0,3,26,0,76,96,13
263,100,19473,6,666,0,3,26,0,76,98,13
272,127,19473,6,398,0,3,25,0,87,106,13
100,285,19473,6,323,0,2,7,0,91,106,13
294,202,19473,6,292,0,3,25,0,91,106,13
60,248,19475,2,507,1,2,1,0,9,9,13
83,242,19475,2,371,1,2,3,1,16,11,13
279,342,19475,2,353,0,3,25,1,16,11,13
241,67,19475,2,324,1,3,26,1,19,11,13
70,262,19475,4,702,1,2,3,1,33,20,13
47,385,19475,4,483,1,2,15,1,39,27,13
69,262,19475,4,350,1,2,3,1,45,27,13
42,238,19475,4,52,1,2,1,1,59,42,13
257,62,19475,4,12,0,3,27,1,59,42,13
273,96,19475,5,370,0,3,27,1,80,52,13
68,206,19475,5,139,0,2,4,1,91,59,13
64,98,19475,5,132,1,2,14,1,93,59,13
324,157,19475,5,27,1,3,29,1,100,64,13
220,105,19479,2,646,1,2,22,0,2,5,9
269,137,19479,2,604,0,3,24,0,2,5,9
266,57,19479,2,579,0,3,28,0,2,5,9
249,205,19479,4,548,0,2,20,1,36,35,9
131,265,19479,4,524,1,2,8,1,38,35,9
72,277,19479,4,374,1,2,4,1,46,44,9
110,256,19479,4,339,0,2,6,1,46,44,9
67,183,19479,4,74,1,2,6,1,61,56,9
215,334,19479,4,2,1,2,19,1,65,64,9
142,380,19479,5,702,0,2,17,1,65,64,9
269,384,19479,5,604,0,3,26,0,67,68,9
289,359,19479,5,438,0,3,27,1,75,73,9
67,208,19479,5,388,0,2,4,1,78,76,9
284,76,19479,5,323,1,3,29,1,86,76,9
273,395,19479,6,684,0,3,27,1,96,90,9
77,215,19479,6,647,1,2,4,1,98,92,9
49,273,19479,6,530,1,2,3,1,103,95,9
236,237,19479,6,490,0,2,19,1,103,95,9
202,349,19479,6,358,1,2,19,1,112,98,9
277,80,19479,6,297,0,3,28,1,112,104,9
50,240,19479,6,260,0,2,0,1,112,106,9
50,240,19479,6,260,0,2,0,1,112,106,9
151,231,19479,6,183,0,2,10,1,112,106,9
316,119,19479,6,20,0,3,29,1,115,112,9
80,376,19481,2,674,0,2,14,0,0,0,9
230,62,19481,2,616,1,3,25,0,3,4,9
136,238,19481,2,418,1,2,9,0,11,12,9
220,444,19481,2,393,1,3,27,1,14,12,9
133,142,19481,2,131,1,2,13,1,26,19,9
261,101,19481,2,89,0,3,25,1,26,22,9
73,283,19481,2,67,1,2,5,1,28,22,9
175,118,19481,2,2,1,2,17,1,33,26,9
280,395,19481,4,608,0,3,28,1,35,33,9
64,212,19481,4,508,1,2,3,0,37,38,9
313,319,19481,4,467,1,3,27,0,40,40,9
85,198,19481,4,97,1,2,5,0,52,63,9
84,197,19481,4,23,0,2,6,0,54,65,9
316,231,19481,5,692,0,3,27,0,56,67,9
228,137,19481,5,614,0,2,21,0,60,68,9
140,232,19481,5,533,1,2,9,0,62,74,9
128,10,19481,5,347,0,3,24,0,69,88,9
195,30,19481,5,48,0,3,26,0,78,105,9
214,152,19483,4,482,0,2,19,0,29,37,9
68,236,19483,4,322,1,2,2,0,37,40,9
152,193,19483,4,300,0,2,11,0,39,40,9
138,460,19483,4,283,1,3,24,1,42,40,9
254,384,19483,4,238,0,3,25,0,42,42,9
210,447,19483,5,616,1,3,26,1,64,50,9
255,75,19483,5,530,0,3,26,1,65,50,9
88,254,19483,5,355,0,2,4,1,71,57,9
66,252,19483,5,271,1,2,2,1,76,61,9
63,227,19483,5,141,1,2,2,1,80,66,9
108,192,19483,5,61,1,2,7,1,86,66,9
253,349,19485,2,553,0,2,23,1,6,5,9
117,243,19485,2,461,1,2,7,0,8,11,9
88,394,19485,2,375,0,2,16,0,10,11,9
65,221,19485,2,113,1,2,2,1,20,16,9
73,237,19485,2,56,1,2,2,1,22,18,9
288,139,19485,2,0,0,3,26,1,22,21,9
75,256,19485,4,603,1,2,3,0,28,29,9
250,239,19485,4,565,0,2,20,0,28,31,9
281,356,19485,4,416,0,3,26,0,32,33,9
117,467,19485,4,372,1,3,24,1,38,33,9
167,470,19485,4,0,0,3,26,0,49,52,9
58,469,19485,5,587,1,3,23,0,54,57,9
64,232,19485,5,565,1,2,2,0,56,57,9
199,362,19485,5,498,0,2,19,0,59,59,9
303,174,19485,5,485,0,3,26,0,59,61,9
94,255,19485,5,354,0,2,5,0,61,71,9
91,295,19485,5,351,0,2,7,0,61,71,9
72,278,19485,5,302,0,2,4,0,63,73,9
63,234,19485,5,175,1,2,1,0,70,77,9
77,257,19485,5,117,1,2,3,0,74,79,9
255,57,19485,5,65,0,3,28,0,75,81,9
256,411,19485,5,8,0,3,27,0,77,84,9
115,221,19485,6,665,1,2,7,0,82,84,9
100,271,19485,6,191,0,2,6,0,96,96,9
327,322,19485,6,47,0,3,29,1,102,101,9
205,46,19487,2,657,0,3,25,0,1,3,9
131,262,19487,2,428,1,2,8,0,7,17,9
73,221,19487,2,404,0,2,3,0,7,17,9
249,72,19487,4,665,1,3,26,1,34,32,9
97,283,19487,4,588,0,2,6,0,36,36,9
298,232,19487,4,556,1,3,25,1,39,38,9
80,200,19487,4,408,1,2,5,0,47,50,9
261,94,19487,4,369,1,3,26,0,50,50,9
289,94,19487,4,222,0,3,28,0,54,58,9
118,220,19487,4,53,0,2,7,0,59,64,9
243,52,19487,5,664,0,3,27,0,59,74,9
79,283,19487,5,532,1,2,5,0,63,79,9
118,194,19487,5,140,0,2,8,0,75,91,9
89,239,19487,5,16,1,2,4,0,82,93,9
284,385,19487,6,546,0,3,28,0,84,97,9
158,200,19487,6,502,1,2,12,0,86,99,9
50,240,19487,6,217,1,2,0,0,100,111,9
80,252,19489,2,706,1,2,3,1,2,0,9
69,223,19489,2,668,1,2,3,1,4,2,9
298,197,19489,2,360,1,3,25,1,22,9,9
86,118,19489,2,251,0,2,13,1,27,10,9
57,335,19489,2,222,0,2,10,1,27,10,9
186,22,19489,4,362,1,3,26,1,45,35,9
315,286,19489,4,198,0,3,27,1,51,41,9
129,263,19489,5,645,1,2,8,1,61,48,9
67,250,19489,5,513,1,2,2,1,68,53,9
77,234,19489,5,491,1,2,3,1,70,53,9
67,232,19489,5,348,0,2,2,1,76,58,9
68,234,19489,5,190,1,2,2,1,83,65,9
82,244,19489,5,151,1,2,3,1,85,67,9
94,245,19489,6,615,1,2,4,1,95,80,9
53,222,19493,2,696,1,2,2,1,2,0,7
108,330,19493,2,602,0,2,11,0,2,6,7
292,152,19493,2,550,0,3,26,0,5,9,7
64,231,19493,2,439,0,2,2,0,9,16,7
54,279,19493,2,133,1,2,4,0,21,34,7
49,214,19493,2,80,1,2,3,0,23,34,7
85,152,19493,2,0,1,2,10,0,25,37,7
62,219,19493,4,596,1,2,2,0,29,44,7
88,218,19493,5,692,1,2,4,0,56,72,7
309,314,19493,5,629,0,3,27,0,58,78,7
213,104,19493,5,350,1,2,21,0,72,90,7
59,219,19493,5,293,1,2,2,0,76,93,7
75,276,19493,6,678,1,2,4,0,94,106,7
147,155,19493,6,157,0,2,13,0,121,125,7
307,150,19493,6,45,0,3,27,0,126,129,7
340,189,19493,6,9,0,3,29,0,126,132,7
44,252,19495,2,409,1,2,1,1,16,15,7
57,262,19495,4,707,1,2,2,1,29,27,7
69,244,19495,4,562,1,2,2,1,36,27,7
63,273,19495,4,535,0,2,4,1,36,30,7
68,220,19495,4,346,0,2,3,1,45,36,7
68,226,19495,4,296,0,2,2,1,47,42,7
289,408,19495,4,221,0,3,29,1,49,44,7
285,421,19495,4,161,0,3,30,1,49,48,7
56,221,19495,4,101,1,2,2,1,51,48,7
62,263,19495,5,573,1,2,3,1,62,52,7
68,252,19495,5,407,1,2,2,1,68,57,7
346,159,19495,5,16,0,3,31,1,79,74,7
314,98,19495,6,613,0,3,30,1,81,79,7
318,278,19495,6,590,0,3,27,0,81,81,7
316,120,19495,6,455,0,3,29,0,83,84,7
93,284,19495,6,277,1,2,6,0,89,99,7
63,263,19495,6,236,1,2,3,0,91,99,7
66,258,19495,6,26,0,2,2,0,99,103,7
78,212,19495,6,21,1,2,4,0,101,105,7
63,262,19497,2,343,0,2,3,0,9,17,7
237,382,19497,2,156,1,2,23,0,14,26,7
130,232,19497,2,123,1,2,8,0,16,28,7
308,224,19497,2,4,0,3,26,0,20,32,7
322,231,19497,4,549,0,3,27,0,28,36,7
69,260,19497,4,384,1,2,3,0,41,47,7
243,80,19497,4,111,0,3,25,0,50,55,7
66,258,19497,4,50,1,2,2,0,53,55,7
131,251,19497,5,602,0,2,8,0,57,63,7
85,303,19497,5,405,0,2,7,0,64,71,7
290,342,19497,5,44,1,3,26,0,79,83,7
101,467,19497,5,25,1,3,23,0,82,83,7
228,333,19497,5,1,0,2,20,0,82,84,7
308,264,19497,6,622,0,3,26,1,85,84,7
60,251,19497,6,570,0,2,1,0,87,89,7
58,220,19497,6,516,1,2,2,0,90,91,7
315,242,19497,6,360,0,3,27,0,94,102,7
128,462,19497,6,214,1,3,24,0,101,108,7
306,280,19497,6,87,0,3,26,0,103,114,7
38,86,19499,2,644,0,2,15,1,2,0,7
67,212,19499,2,445,1,2,3,1,13,7,7
268,109,19499,2,336,1,3,25,1,18,15,7
108,244,19499,2,309,1,2,6,1,20,15,7
56,471,19499,2,267,1,3,23,1,23,15,7
93,268,19499,2,169,1,2,5,1,25,22,7
84,244,19499,2,142,0,2,3,1,26,22,7
291,338,19499,2,128,1,3,26,1,29,22,7
268,99,19499,2,42,1,3,26,1,32,24,7
72,238,19499,4,557,1,2,2,1,43,33,7
81,249,19499,4,470,1,2,3,1,45,38,7
50,240,19499,4,318,1,2,0,1,55,43,7
87,257,19499,4,248,1,2,4,1,59,46,7
262,85,19499,5,327,0,3,26,1,81,78,7
95,228,19499,5,261,0,2,5,0,81,83,7
90,236,19499,5,167,1,2,4,0,85,86,7
109,273,19499,5,100,1,2,7,0,87,88,7
317,189,19499,5,66,0,3,27,0,87,91,7
90,248,19499,5,10,1,2,4,0,89,94,7
293,333,19499,6,452,0,3,26,0,98,100,7
118,274,19499,6,409,0,2,8,0,98,102,7
109,221,19499,6,303,0,2,6,0,100,102,7
78,254,19499,6,200,1,2,3,0,104,107,7
78,46,19499,6,26,0,2,20,0,111,113,7
58,192,19499,6,1,0,2,5,0,111,113,7
